รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
181,นนทบุรี เขต5,A5905,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,นนทบุรี เขต5,A5905,บัตรเสีย,13,กทมและปริมณฑล
888,นนทบุรี เขต5,A5905,ไม่ใช่สิทธิ์ลงคะแนน,11,กทมและปริมณฑล
999,นนทบุรี เขต6,A5906,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต6,A5906,เพื่อไทย,8,กทมและปริมณฑล
001,นนทบุรี เขต6,A5906,ประชาธิปัตย์,10,กทมและปริมณฑล
192,นนทบุรี เขต6,A5906,พลังประชารัฐ,17,กทมและปริมณฑล
177,นนทบุรี เขต6,A5906,อนาคตใหม่,14,กทมและปริมณฑล
063,นนทบุรี เขต6,A5906,ภูมิใจไทย,16,กทมและปริมณฑล
077,นนทบุรี เขต6,A5906,พรรคไทยรักษาชาติ,6,กทมและปริมณฑล
145,นนทบุรี เขต6,A5906,เสรีรวมไทย,15,กทมและปริมณฑล
181,นนทบุรี เขต6,A5906,รวมพลังประชาชาติไทย,5,กทมและปริมณฑล
000,นนทบุรี เขต6,A5906,บัตรเสีย,5,กทมและปริมณฑล
888,นนทบุรี เขต6,A5906,ไม่ใช่สิทธิ์ลงคะแนน,4,กทมและปริมณฑล
999,ปทุมธานี เขต1,A6001,บัตรดี,,กทมและปริมณฑล
034,ปทุมธานี เขต1,A6001,เพื่อไทย,11,กทมและปริมณฑล
001,ปทุมธานี เขต1,A6001,ประชาธิปัตย์,12,กทมและปริมณฑล
192,ปทุมธานี เขต1,A6001,พลังประชารัฐ,8,กทมและปริมณฑล
177,ปทุมธานี เขต1,A6001,อนาคตใหม่,6,กทมและปริมณฑล
063,ปทุมธานี เขต1,A6001,ภูมิใจไทย,14,กทมและปริมณฑล
077,ปทุมธานี เขต1,A6001,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,ปทุมธานี เขต1,A6001,เสรีรวมไทย,16,กทมและปริมณฑล
181,ปทุมธานี เขต1,A6001,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,ปทุมธานี เขต1,A6001,บัตรเสีย,14,กทมและปริมณฑล
888,ปทุมธานี เขต1,A6001,ไม่ใช่สิทธิ์ลงคะแนน,2,กทมและปริมณฑล
999,ปทุมธานี เขต2,A6002,บัตรดี,,กทมและปริมณฑล
034,ปทุมธานี เขต2,A6002,เพื่อไทย,8,กทมและปริมณฑล
001,ปทุมธานี เขต2,A6002,ประชาธิปัตย์,11,กทมและปริมณฑล
192,ปทุมธานี เขต2,A6002,พลังประชารัฐ,11,กทมและปริมณฑล
177,ปทุมธานี เขต2,A6002,อนาคตใหม่,17,กทมและปริมณฑล
063,ปทุมธานี เขต2,A6002,ภูมิใจไทย,17,กทมและปริมณฑล
077,ปทุมธานี เขต2,A6002,พรรคไทยรักษาชาติ,6,กทมและปริมณฑล
145,ปทุมธานี เขต2,A6002,เสรีรวมไทย,8,กทมและปริมณฑล
181,ปทุมธานี เขต2,A6002,รวมพลังประชาชาติไทย,5,กทมและปริมณฑล
000,ปทุมธานี เขต2,A6002,บัตรเสีย,14,กทมและปริมณฑล
888,ปทุมธานี เขต2,A6002,ไม่ใช่สิทธิ์ลงคะแนน,3,กทมและปริมณฑล
999,ปทุมธานี เขต3,A6003,บัตรดี,,กทมและปริมณฑล
034,ปทุมธานี เขต3,A6003,เพื่อไทย,12,กทมและปริมณฑล
001,ปทุมธานี เขต3,A6003,ประชาธิปัตย์,7,กทมและปริมณฑล
192,ปทุมธานี เขต3,A6003,พลังประชารัฐ,11,กทมและปริมณฑล
177,ปทุมธานี เขต3,A6003,อนาคตใหม่,8,กทมและปริมณฑล
063,ปทุมธานี เขต3,A6003,ภูมิใจไทย,8,กทมและปริมณฑล
077,ปทุมธานี เขต3,A6003,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,ปทุมธานี เขต3,A6003,เสรีรวมไทย,20,กทมและปริมณฑล
181,ปทุมธานี เขต3,A6003,รวมพลังประชาชาติไทย,8,กทมและปริมณฑล
000,ปทุมธานี เขต3,A6003,บัตรเสีย,14,กทมและปริมณฑล
888,ปทุมธานี เขต3,A6003,ไม่ใช่สิทธิ์ลงคะแนน,4,กทมและปริมณฑล
999,ปทุมธานี เขต4,A6004,บัตรดี,,กทมและปริมณฑล
034,ปทุมธานี เขต4,A6004,เพื่อไทย,13,กทมและปริมณฑล
001,ปทุมธานี เขต4,A6004,ประชาธิปัตย์,12,กทมและปริมณฑล
192,ปทุมธานี เขต4,A6004,พลังประชารัฐ,7,กทมและปริมณฑล
177,ปทุมธานี เขต4,A6004,อนาคตใหม่,6,กทมและปริมณฑล
063,ปทุมธานี เขต4,A6004,ภูมิใจไทย,6,กทมและปริมณฑล
077,ปทุมธานี เขต4,A6004,พรรคไทยรักษาชาติ,18,กทมและปริมณฑล
145,ปทุมธานี เขต4,A6004,เสรีรวมไทย,11,กทมและปริมณฑล
181,ปทุมธานี เขต4,A6004,รวมพลังประชาชาติไทย,7,กทมและปริมณฑล
000,ปทุมธานี เขต4,A6004,บัตรเสีย,15,กทมและปริมณฑล
888,ปทุมธานี เขต4,A6004,ไม่ใช่สิทธิ์ลงคะแนน,5,กทมและปริมณฑล
999,ปทุมธานี เขต5,A6005,บัตรดี,,กทมและปริมณฑล
034,ปทุมธานี เขต5,A6005,เพื่อไทย,13,กทมและปริมณฑล
001,ปทุมธานี เขต5,A6005,ประชาธิปัตย์,6,กทมและปริมณฑล
192,ปทุมธานี เขต5,A6005,พลังประชารัฐ,17,กทมและปริมณฑล
177,ปทุมธานี เขต5,A6005,อนาคตใหม่,6,กทมและปริมณฑล
063,ปทุมธานี เขต5,A6005,ภูมิใจไทย,16,กทมและปริมณฑล
077,ปทุมธานี เขต5,A6005,พรรคไทยรักษาชาติ,9,กทมและปริมณฑล
145,ปทุมธานี เขต5,A6005,เสรีรวมไทย,14,กทมและปริมณฑล
181,ปทุมธานี เขต5,A6005,รวมพลังประชาชาติไทย,6,กทมและปริมณฑล
